timestamp,temperature,humidity
2021-01-17 19:56:49,15,70
2021-01-17 20:38:26,15,70
2021-01-17 20:39:34,15,70
2021-01-17 20:47:57,16,70
2021-01-17 20:50:47,16,71
2021-01-17 20:55:52,16,71
2021-01-17 21:00:50,16,71
2021-01-17 21:10:46,16,71
2021-01-17 21:20:52,16,72
2021-01-17 21:30:47,16,75
2021-01-17 21:40:50,16,72
2021-01-17 21:50:43,16,70
2021-01-17 22:00:49,16,71
2021-01-17 22:10:48,16,73
2021-01-17 22:20:43,16,72
2021-01-17 22:40:44,16,74
